序号与项目,检查点,原文关键词,解析关键词,原文短证据,解析短证据,Codex预检,人工结论,人工意见
107_佛山市顺德区凯和电器有限公司迁扩建项目_01_受理公告或公示版,废气治理,废气治理、废气收集、活性炭,废气治理、废气收集、活性炭,内操作，废气应排 至 VOCs 废气收集处理系统；无法密 闭的，应采取局部气体收集措施，废 气应排至 VOCs 废气收集处理系统。 项目注塑产生的有机废,内操作，废气应排 至 VOCs 废气收集处理系统；无法密 闭的，应采取局部气体收集措施，废 气应排至 VOCs 废气收集处理系统。 项目注塑产生的有机废,关键词已对应，待人工核验数值与字段归属,,
107_佛山市顺德区凯和电器有限公司迁扩建项目_01_受理公告或公示版,固废与危险废物,危险废物、固体废物、危废暂存,危险废物、固体废物、危废暂存,点园环境风险防控区域。项目产生的危险废物拟定期委托有资质的危废处理公司收集 处理，并通过信息系统登记转移计划和电子转移联单，符合危险废物全过程跟踪管理 ,点园环境风险防控区域。项目产生的危险废物拟定期委托有资质的危废处理公司收集 处理，并通过信息系统登记转移计划和电子转移联单，符合危险废物全过程跟踪管理 ,关键词已对应，待人工核验数值与字段归属,,
107_佛山市顺德区凯和电器有限公司迁扩建项目_01_受理公告或公示版,总量与执行标准,总量控制、总量指标、执行标准,总量控制、总量指标、执行标准,东省《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022） 1.1 有机聚合物产品用于制品生产的过 程，在混合/混炼、塑炼/塑化/熔化、,东省《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022） 1.1 有机聚合物产品用于制品生产的过 程，在混合/混炼、塑炼/塑化/熔化、,关键词已对应，待人工核验数值与字段归属,,
107_佛山市顺德区凯和电器有限公司迁扩建项目_01_受理公告或公示版,监督检查清单,环境保护措施监督检查清单、监督检查清单,环境保护措施监督检查清单、监督检查清单,...........25 五、环境保护措施监督检查清单 ...............................................,...........25 五、环境保护措施监督检查清单 ...............................................,关键词已对应，待人工核验数值与字段归属,,
108_佛山志兴盈包装有限公司新建项目_01_受理公告或公示版,项目基本情况,建设项目名称、建设地点、总投资,建设项目名称、建设地点、总投资, 1 — 一、建设项目基本情况 建设项目名称 佛山志兴盈包装有限公司新建项目 项目代码 / 建设单位联系人 廖* 联系方式 137**808 建设地点 , 1 — 一、建设项目基本情况 建设项目名称 佛山志兴盈包装有限公司新建项目 项目代码 / 建设单位联系人 廖* 联系方式 137**808 建设地点 ,关键词已对应，待人工核验数值与字段归属,,
108_佛山志兴盈包装有限公司新建项目_01_受理公告或公示版,产品与产量,产品方案、主要产品、产品名称,产品方案、主要产品、产品名称,江村村慧商二路4号三厂房3楼建设年产220吨塑料袋的生产基地，项 目项目占地面积1033平方米，建筑面积1033平方米。项目厂房为现有已建成厂房，处于 ,江村村慧商二路4号三厂房3楼建设年产220吨塑料袋的生产基地，项 目项目占地面积1033平方米，建筑面积1033平方米。项目厂房为现有已建成厂房，处于 ,关键词已对应，待人工核验数值与字段归属,,
108_佛山志兴盈包装有限公司新建项目_01_受理公告或公示版,原辅材料,主要原辅材料、原辅材料、原料名称,主要原辅材料、原辅材料、原料名称, 2、大力推进低 VOCs 含量原辅材料替 代，除现阶段溶剂型凹印油墨用于塑料 印刷无法实施替代，可使用非低 VOCs 涂料外，其他均要求使用低 VOC, 2、大力推进低 VOCs 含量原辅材料替 代，除现阶段溶剂型凹印油墨用于塑料 印刷无法实施替代，可使用非低 VOCs 涂料外，其他均要求使用低 VOC,关键词已对应，待人工核验数值与字段归属,,
108_佛山志兴盈包装有限公司新建项目_01_受理公告或公示版,生产设备,主要生产设备、设备名称、生产设施,主要生产设备、设备名称、生产设施,于高效治理设施。 3.4 车间或生产设施收集排放的废气， VOCs 初始排放速率大于等于 3 千克/ 小时、重点区域大于等于 2 千克/小时 的，应加大,于高效治理设施。 3.4 车间或生产设施收集排放的废气， VOCs 初始排放速率大于等于 3 千克/ 小时、重点区域大于等于 2 千克/小时 的，应加大,关键词已对应，待人工核验数值与字段归属,,
108_佛山志兴盈包装有限公司新建项目_01_受理公告或公示版,工艺与产污,工艺流程、生产工艺、产污环节,工艺流程、生产工艺、产污环节,专项治理与清洁化改造，采用先 进生产工艺和技术，减少废水排放量， 加强对重点企业进行清洁生产审核。 本项目仅产生生活污水，无 生产废水排放 符合 污染 ,专项治理与清洁化改造，采用先 进生产工艺和技术，减少废水排放量， 加强对重点企业进行清洁生产审核。 本项目仅产生生活污水，无 生产废水排放 符合 污染 ,关键词已对应，待人工核验数值与字段归属,,
108_佛山志兴盈包装有限公司新建项目_01_受理公告或公示版,源强与定量核算,污染源强、产生量、排放量,污染源强、产生量、排放量,..... 50 建设项目污染物排放量汇总表 .....................................................,..... 50 建设项目污染物排放量汇总表 .....................................................,关键词已对应，待人工核验数值与字段归属,,
108_佛山志兴盈包装有限公司新建项目_01_受理公告或公示版,废气治理,废气治理、废气收集、活性炭,废气治理、废气收集、活性炭,要 求执行，印刷废气经园区集 中废气治理设施处理后达标 排放，吹膜、制袋产生的有 机废气采取包围型集气罩收 集经自建废气治理设施“活 性炭吸附”处理后达,要 求执行，印刷废气经园区集 中废气治理设施处理后达标 排放，吹膜、制袋产生的有 机废气采取包围型集气罩收 集经自建废气治理设施“活 性炭吸附”处理后达,关键词已对应，待人工核验数值与字段归属,,
108_佛山志兴盈包装有限公司新建项目_01_受理公告或公示版,固废与危险废物,危险废物、固体废物、危废暂存,危险废物、固体废物、危废暂存,墙面裙脚、堵 截泄漏的围堰、接触危险废物的隔板和 墙体等应采用坚固的材料建造，表面无 裂缝。地面与裙脚应采取表面防渗措 施，要求达到等效黏土防渗层 Mb,墙面裙脚、堵 截泄漏的围堰、接触危险废物的隔板和 墙体等应采用坚固的材料建造，表面无 裂缝。地面与裙脚应采取表面防渗措 施，要求达到等效黏土防渗层 Mb,关键词已对应，待人工核验数值与字段归属,,
108_佛山志兴盈包装有限公司新建项目_01_受理公告或公示版,总量与执行标准,总量控制、总量指标、执行标准,总量控制、总量指标、执行标准, 污染 物排 放 严格实施污染物总量控制制度，规划区 域水和大气污染物排放总量不得突破 批复的总量管控要求。 本项目严格实施污染物总量 控制制度，按照批, 污染 物排 放 严格实施污染物总量控制制度，规划区 域水和大气污染物排放总量不得突破 批复的总量管控要求。 本项目严格实施污染物总量 控制制度，按照批,关键词已对应，待人工核验数值与字段归属,,
108_佛山志兴盈包装有限公司新建项目_01_受理公告或公示版,监督检查清单,环境保护措施监督检查清单、监督检查清单,环境保护措施监督检查清单、监督检查清单,.......... 19 五、环境保护措施监督检查清单 ...............................................,.......... 19 五、环境保护措施监督检查清单 ...............................................,关键词已对应，待人工核验数值与字段归属,,
109_佛山市顺德区昶新塑料制品有限公司搬迁、扩建项目_01_受理公告或公示版,项目基本情况,建设项目名称、建设地点、总投资,建设项目名称、建设地点、总投资,2 建设规模及产品方案 原有项目总投资 180 万元，产品方案如下表。 表 2.1-2 原有项目产品方案一览表 序号 产品名称 总产能 单位 折算重量 ,2 建设规模及产品方案 原有项目总投资 180 万元，产品方案如下表。 表 2.1-2 原有项目产品方案一览表 序号 产品名称 总产能 单位 折算重量 ,关键词已对应，待人工核验数值与字段归属,,
109_佛山市顺德区昶新塑料制品有限公司搬迁、扩建项目_01_受理公告或公示版,产品与产量,产品方案、产品名称、年产,产品方案、产品名称、年产,··· 73 3.2 建设规模及产品方案 ·······················································,··· 73 3.2 建设规模及产品方案 ·······················································,关键词已对应，待人工核验数值与字段归属,,
